id,pid,lot_frontage,lot_area,street,alley,land_contour,utilities,overall_qual,overall_cond,year_built,year_remod/add,exterior_1st,condition_artery,condition_feedr,exterior_2nd,condition_posa,condition_posn,condition_rrae,condition_rran,mas_vnr_area,condition_rrnn,exter_qual,exter_cond,bsmt_cond,bsmt_exposure,freshness,bsmtfin_sf_1,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating_qc,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,totbsmtfin_sq_ft,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_yr_blt,total_sq_ft,garage_finish,totfin_sq_ft,garage_cars,bsmtfin_type_alq,bsmt_bath,bsmtfin_type_blq,bsmtfin_type_glq,bsmtfin_type_lwq,bsmtfin_type_rec,garage_area,garage_qual,total_bath,garage_cond,totrooms,wood_deck_sf,open_porch_sf,enclosed_porch_sf,3ssn_porch_sf,screen_porch_sf,misc_feature,misc_val,saleprice,ms_zoning_a_(agr),ms_zoning_c_(all),ms_zoning_fv,ms_zoning_i_(all),ms_zoning_rh,ms_zoning_rl,ms_zoning_rm,lot_shape_ir1,lot_shape_ir2,lot_shape_ir3,lot_shape_reg,lot_config_corner,lot_config_culdsac,lot_config_fr2,lot_config_fr3,wood_deck,open_porch,lot_config_inside,enclosed_porch,land_slope_gtl,3ssn_porch,land_slope_mod,screen_porch,land_slope_sev,neighborhood_blmngtn,neighborhood_blueste,neighborhood_brdale,neighborhood_brkside,neighborhood_clearcr,neighborhood_collgcr,neighborhood_crawfor,neighborhood_edwards,neighborhood_gilbert,neighborhood_greens,neighborhood_grnhill,neighborhood_idotrr,neighborhood_landmrk,neighborhood_meadowv,neighborhood_mitchel,neighborhood_names,neighborhood_npkvill,neighborhood_nwames,neighborhood_noridge,neighborhood_nridght,neighborhood_oldtown,neighborhood_swisu,neighborhood_sawyer,neighborhood_sawyerw,neighborhood_somerst,neighborhood_stonebr,neighborhood_timber,neighborhood_veenker,bldg_type_1fam,bldg_type_2fmcon,bldg_type_duplex,bldg_type_twnhs,bldg_type_twnhse,house_style_1.5fin,house_style_1.5unf,house_style_1story,house_style_2.5fin,house_style_2.5unf,house_style_2story,house_style_sfoyer,house_style_slvl,roof_style_flat,roof_style_gable,roof_style_gambrel,roof_style_hip,roof_style_mansard,roof_style_shed,roof_matl_clytile,roof_matl_compshg,roof_matl_membran,roof_matl_tar&grv,roof_matl_wdshake,roof_matl_wdshngl,mas_vnr_type_0,mas_vnr_type_brkcmn,mas_vnr_type_brkface,mas_vnr_type_stone,foundation_brktil,foundation_cblock,foundation_pconc,foundation_slab,foundation_stone,foundation_wood,bsmt_qual_0,bsmt_qual_ex,bsmt_qual_fa,bsmt_qual_gd,bsmt_qual_po,bsmt_qual_ta,heating_gasa,heating_gasw,heating_grav,heating_othw,heating_wall,central_air_n,central_air_y,electrical_fusea,electrical_fusef,electrical_fusep,electrical_mix,electrical_sbrkr,garage_type_0,garage_type_2types,garage_type_attchd,garage_type_basment,garage_type_builtin,garage_type_carport,garage_type_detchd,paved_drive_n,paved_drive_p,paved_drive_y,fence_0,fence_gdprv,fence_gdwo,fence_mnprv,fence_mnww,sale_type_cod,sale_type_cwd,sale_type_con,sale_type_conld,sale_type_conli,sale_type_conlw,sale_type_new,sale_type_oth,sale_type_wd_
2541,534250300,0.0,14803,Pave,0,Lvl,AllPub,6,5,1971,1971,HdBoard,0,0,HdBoard,0,0,0,0,252.0,0,3,3,3.0,0.0,0,416.0,0.0,409.0,825.0,4,1097,896,0,0.0,0.0,2,1,416.0,4,1,3,8,8,1,4.0,1971.0,2818.0,RFn,416.0,2.0,0,0.0,0,0,0,1,495.0,3.0,3.0,0.0,11.0,0,66,0,0,0,0,0,190000,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2088,905480090,50.0,7550,Pave,0,Lvl,AllPub,4,5,1920,1950,MetalSd,0,0,MetalSd,0,0,0,0,0.0,0,2,2,2.0,0.0,30,0.0,0.0,951.0,951.0,2,986,376,0,0.0,0.0,2,0,0.0,4,1,3,7,8,0,0.0,1920.0,2313.0,Unf,0.0,1.0,0,0.0,0,0,0,0,280.0,2.0,2.0,0.0,9.0,0,0,0,0,0,0,0,96000,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
527,528480130,65.0,8125,Pave,0,Lvl,AllPub,7,5,2006,2007,CemntBd,0,0,CmentBd,0,0,0,0,100.0,0,4,3,3.0,0.0,1,812.0,0.0,280.0,1092.0,5,1112,438,0,1.0,0.0,2,0,812.0,2,1,4,7,8,0,0.0,2007.0,2642.0,Fin,812.0,2.0,0,1.0,0,1,0,0,438.0,3.0,3.0,0.0,10.0,0,168,0,0,0,0,0,241000,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1824,532376090,40.0,13673,Pave,0,Lvl,AllPub,5,5,1962,1962,HdBoard,0,0,HdBoard,0,0,1,0,0.0,0,3,4,3.0,0.0,0,0.0,0.0,1140.0,1140.0,3,1696,0,0,0.0,0.0,1,1,0.0,3,1,3,8,6,1,3.0,1962.0,2836.0,RFn,0.0,1.0,0,0.0,0,0,0,0,349.0,3.0,2.0,0.0,10.0,0,30,0,0,0,0,0,143900,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2918,923228180,21.0,1533,Pave,0,Lvl,AllPub,4,5,1970,1970,CemntBd,0,0,CmentBd,0,0,0,0,0.0,0,3,3,3.0,0.0,0,408.0,0.0,138.0,546.0,3,546,546,0,0.0,0.0,1,1,408.0,3,1,3,5,8,0,0.0,1970.0,1638.0,Unf,408.0,1.0,0,0.0,0,0,0,1,286.0,3.0,2.0,0.0,7.0,0,0,0,0,0,0,0,87550,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
49,528180070,61.0,7658,Pave,0,Lvl,AllPub,9,5,2005,2005,MetalSd,0,0,MetalSd,0,0,0,0,412.0,0,5,3,3.0,0.0,0,456.0,0.0,1296.0,1752.0,5,1752,0,0,1.0,0.0,2,0,456.0,2,1,5,6,8,1,4.0,2005.0,3504.0,RFn,456.0,2.0,0,1.0,0,1,0,0,576.0,3.0,3.0,0.0,9.0,196,82,0,0,0,0,0,319900,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2332,527210050,63.0,12292,Pave,0,HLS,AllPub,9,5,2006,2006,VinylSd,0,0,VinylSd,0,0,0,0,184.0,0,4,3,4.0,3.0,0,205.0,0.0,889.0,1094.0,5,1102,1371,0,0.0,0.0,2,1,205.0,4,1,4,11,8,1,4.0,2006.0,3567.0,Fin,205.0,3.0,0,0.0,0,1,0,0,675.0,3.0,3.0,0.0,14.0,246,39,0,0,0,0,0,356383,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
826,906380100,122.0,11923,Pave,0,Lvl,AllPub,9,5,2007,2007,VinylSd,0,0,VinylSd,0,0,0,0,0.0,0,4,3,3.0,0.0,0,0.0,0.0,1800.0,1800.0,5,1800,0,0,0.0,0.0,2,0,0.0,2,1,5,7,8,0,0.0,2007.0,3600.0,Fin,0.0,2.0,0,0.0,0,0,0,0,702.0,3.0,2.0,0.0,9.0,288,136,0,0,0,0,0,239000,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1108,528365080,91.0,10010,Pave,0,Lvl,AllPub,7,5,1993,1994,VinylSd,0,0,VinylSd,0,0,0,0,320.0,0,4,3,3.0,2.0,1,228.0,852.0,0.0,1080.0,5,1108,1089,0,1.0,0.0,2,1,1080.0,4,1,4,9,8,1,4.0,1993.0,3277.0,Fin,1080.0,3.0,0,1.0,1,1,0,0,783.0,3.0,4.0,0.0,13.0,385,99,0,0,0,0,0,287500,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2041,903475040,0.0,12358,Pave,0,Lvl,AllPub,5,6,1941,1950,MetalSd,0,1,MetalSd,0,0,0,0,0.0,0,3,3,3.0,0.0,9,360.0,0.0,360.0,720.0,3,854,0,528,0.0,0.0,1,1,360.0,2,1,3,7,8,0,0.0,1991.0,1574.0,Unf,360.0,2.0,0,0.0,0,0,0,1,660.0,3.0,2.0,0.0,9.0,237,0,0,0,0,0,0,128500,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
57,528240130,63.0,8577,Pave,0,Lvl,AllPub,7,5,2004,2004,VinylSd,0,0,VinylSd,0,0,0,0,0.0,0,4,3,3.0,0.0,0,0.0,0.0,847.0,847.0,5,847,886,0,0.0,0.0,2,1,0.0,3,1,4,7,8,1,4.0,2004.0,2580.0,Fin,0.0,2.0,0,0.0,0,0,0,0,433.0,3.0,3.0,0.0,10.0,144,48,0,0,0,0,0,185088,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
520,528458060,72.0,8640,Pave,0,Lvl,AllPub,7,5,2008,2008,VinylSd,0,0,VinylSd,0,0,0,0,0.0,0,4,3,3.0,0.0,0,0.0,0.0,1402.0,1402.0,5,1402,0,0,0.0,0.0,2,0,0.0,3,1,4,7,8,0,0.0,2008.0,2804.0,RFn,0.0,2.0,0,0.0,0,0,0,0,625.0,3.0,2.0,0.0,9.0,205,126,0,0,0,0,0,229800,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2305,923425030,62.0,10447,Pave,0,Lvl,AllPub,5,6,1984,1984,Plywood,0,0,HdBoard,0,0,0,0,0.0,0,3,3,3.0,0.0,0,516.0,0.0,348.0,864.0,3,887,0,0,0.0,1.0,1,0,516.0,3,1,3,5,8,0,0.0,1984.0,1751.0,RFn,516.0,1.0,1,1.0,0,0,0,0,288.0,3.0,2.0,0.0,7.0,140,0,0,0,0,0,0,124500,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2533,534201230,80.0,9600,Pave,0,Lvl,AllPub,5,5,1968,1968,MetalSd,0,1,MetalSd,0,0,0,0,0.0,0,3,3,3.0,0.0,0,758.0,0.0,293.0,1051.0,4,1051,0,0,1.0,0.0,1,0,758.0,3,1,3,6,8,0,0.0,1968.0,2102.0,RFn,758.0,2.0,1,1.0,0,0,0,0,504.0,3.0,2.0,0.0,8.0,0,0,0,0,0,0,0,142000,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2852,909250200,69.0,4899,Pave,0,HLS,AllPub,6,8,1920,1950,MetalSd,0,0,MetalSd,0,0,0,0,0.0,0,3,3,3.0,0.0,30,305.0,0.0,450.0,755.0,5,755,755,0,0.0,0.0,1,0,305.0,3,1,3,6,8,0,0.0,1920.0,2265.0,Unf,305.0,1.0,0,0.0,1,0,0,0,216.0,3.0,1.0,0.0,7.0,0,0,164,0,0,0,0,149000,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1198,534250010,87.0,9246,Pave,0,Lvl,AllPub,5,5,1973,1973,Plywood,0,1,Plywood,0,0,0,0,564.0,0,3,3,3.0,0.0,0,0.0,0.0,1656.0,1656.0,3,1656,0,0,0.0,0.0,2,0,0.0,4,2,3,8,8,0,0.0,1973.0,3312.0,Unf,0.0,2.0,0,0.0,0,0,0,0,506.0,3.0,2.0,0.0,10.0,0,211,0,0,0,0,0,135000,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1681,527452100,0.0,4928,Pave,0,Lvl,AllPub,6,5,1976,1976,Plywood,0,0,Plywood,0,0,0,0,0.0,0,3,3,3.0,0.0,0,120.0,0.0,958.0,1078.0,3,958,0,0,0.0,0.0,2,0,120.0,2,1,3,5,8,1,3.0,1977.0,2036.0,RFn,120.0,2.0,1,0.0,0,0,0,0,440.0,3.0,2.0,0.0,7.0,0,205,0,0,0,0,0,128000,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1825,532377050,84.0,7476,Pave,0,Lvl,AllPub,5,7,1968,1968,HdBoard,0,0,HdBoard,0,0,0,0,0.0,0,3,3,3.0,0.0,0,812.0,0.0,228.0,1040.0,3,1040,0,0,1.0,0.0,1,1,812.0,3,1,3,5,8,0,0.0,1991.0,2080.0,Fin,812.0,2.0,0,1.0,0,0,0,1,686.0,3.0,3.0,0.0,8.0,188,0,0,0,0,0,0,145000,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2208,909254150,53.0,5362,Pave,0,Lvl,AllPub,5,6,1910,2003,Wd Sdng,0,0,Wd Shng,0,0,0,0,0.0,0,3,3,3.0,0.0,93,0.0,0.0,661.0,661.0,5,661,589,0,0.0,0.0,2,0,0.0,3,1,3,8,8,1,4.0,1985.0,1911.0,Unf,0.0,2.0,0,0.0,0,0,0,0,552.0,3.0,2.0,0.0,10.0,242,0,81,0,0,0,0,139000,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1646,527302020,78.0,12090,Pave,0,Lvl,AllPub,6,7,1984,2003,VinylSd,0,0,VinylSd,0,0,0,0,74.0,0,3,3,3.0,0.0,19,0.0,0.0,585.0,585.0,5,1140,728,0,0.0,0.0,3,1,0.0,3,1,3,7,8,1,3.0,1984.0,2453.0,Fin,0.0,2.0,0,0.0,0,0,0,0,477.0,3.0,4.0,0.0,11.0,268,112,0,0,147,0,0,178000,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1060,528118090,96.0,12539,Pave,0,Lvl,AllPub,10,5,2005,2006,CemntBd,0,0,CmentBd,0,1,0,0,468.0,0,5,3,3.0,3.0,1,1082.0,0.0,538.0,1620.0,5,1632,1158,0,1.0,0.0,2,1,1082.0,4,1,5,10,8,1,5.0,2005.0,4410.0,Fin,1082.0,4.0,0,1.0,0,1,0,0,1150.0,3.0,4.0,0.0,14.0,30,200,0,0,192,0,0,460000,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
748,903400220,0.0,11888,Pave,Pave,Bnk,AllPub,6,6,1916,1994,Wd Sdng,0,0,Wd Shng,0,1,0,0,0.0,0,3,3,3.0,0.0,78,0.0,0.0,844.0,844.0,4,1445,689,0,0.0,0.0,2,0,0.0,5,1,4,10,8,0,0.0,1930.0,2978.0,Unf,0.0,2.0,0,0.0,0,0,0,0,441.0,3.0,2.0,0.0,12.0,0,60,268,0,0,0,0,214500,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2846,909131125,0.0,7082,Pave,0,Lvl,AllPub,5,8,1916,1995,VinylSd,0,0,VinylSd,0,0,0,0,0.0,0,3,3,3.0,1.0,79,0.0,0.0,686.0,686.0,4,948,980,0,0.0,0.0,2,0,0.0,5,2,3,10,8,0,0.0,0.0,2614.0,0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,2.0,0.0,12.0,0,0,228,0,0,0,0,160000,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
493,528292070,0.0,8755,Pave,0,Lvl,AllPub,7,5,1999,1999,VinylSd,0,0,VinylSd,0,0,0,0,298.0,1,4,3,3.0,0.0,0,772.0,0.0,220.0,992.0,5,1022,1038,0,1.0,0.0,2,1,772.0,3,1,4,8,8,1,3.0,1999.0,3052.0,RFn,772.0,2.0,1,1.0,0,0,0,0,390.0,3.0,4.0,0.0,12.0,0,0,0,168,0,0,0,214000,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
694,902103100,68.0,4080,Pave,Grvl,Lvl,AllPub,6,8,1935,1998,Wd Sdng,0,0,Wd Sdng,0,0,0,0,0.0,0,3,3,3.0,0.0,63,0.0,0.0,901.0,901.0,4,861,517,0,0.0,0.0,1,0,0.0,3,1,4,6,8,0,0.0,1920.0,2279.0,Unf,0.0,1.0,0,0.0,0,0,0,0,162.0,2.0,1.0,0.0,7.0,54,0,40,0,0,0,0,128900,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
